text,label
what is the appropriate age for my child to be able to open an account,0
what is the topup limit,25
i checked the app and my balance has not been updated for the cash or cheque deposit,2
what would i be charged in receiving a sepa transfer,24
how do i change to aud from gbp,15
how long should a cheque deposit take to show my account hasnt updated and i want to make sure everything is okay,2
my topup was supposed to be done but now the money is gone is there a glitch in your system,26
is there a limit for top ups,25
why would a cash withdrawal be pending,20
what about an auto topup is that a option,1
when im traveling is it possible to add money automatically at certain time points,1
i made a mistake and need to cancel a transfer,3
i bought an item at the wrong exchange rate,11
how do i avoid charges in the future,9
how can i check on the status of my new card,5
after my checque or cash deposit my balance didnt update,2
why is my withdrawal from the atm still showing as pending,20
how do i change my name,13
i havent received my card yet how long does it normally take,6
how come i was charged a transaction of 1,16
why was my topup declined,26
why has my top up been returned,26
id prefer to use my american express when putting funds into my account,23
can you help me to quickly cancel a transaction i accidentally did to the wrong account,3
is there a topup limit that i have to stay under during a given period of time,25
how long will a transaction to a friend take,27
what are the steps i need to take to cancel a transaction,3
how can i top up my card with another card,23
i am blocked now because i entered the wrong pin need help,22
how long do transfers take i sent money to a friend who needs it urgently its been hours and has not gone through,27
there has been a payment  in the app that has not be done by me,10
i was charged an additional amount of money for making a purchase with my card,9
what is the reason that my topup is still pending,21
where do i go to unblock my pin,22
my transfer didnt arrive to the recipient,27
why didnt my friends transaction arrive yet,27
how do i exchange currencies using the app,15
is exchanging currencies one of your app services,15
how do i topup automatically,1
am i able to modify my account details,13
has there been any activity on my card today,19
can third party fees affect a transfer,24
i still do not see the cash deposit in my account from last week why,2
there was a purchase on my card recently to a name that i dont recognize at all what can be done about this i need my money back,10
how is the exchange rate doing,14
im still waiting for the topup,21
my card seems to not be working at all,8
how long after a failed topup will funds refurn to account,21
what countrys money can i hold currency in,17
may i get an account for my daughter,0
why hasnt my friend received the money i sent them yet,27
when will my topup be completed,21
what is the fee to topup my account,24
what is the age limit,0
how come when i asked for 100 it only gave me 2000 in the app,29
i would like to change to a different currency,15
i tried to use my card today in the restaurant but it didnt work and just got declined whats wrong,8
i keep being asked to verify my identity is this normal,28
how does the exchange rate work,14
how can i exchange aud for gbp,15
i made a top up yesterday but its still pending,21
when did i get a 1 extra fee on my statement,16
why are you asking so many questions about who i am,28
do you process swift transfers,24
i still have not received an answer as to why i was charged 100 in a transaction,16
i am seeing in the app a payment that its not mine,10
can i make transfers before my identity verification,28
how come i cant put money in my top up account,26
what do i need to do to cancel a transaction,3
will money be added automatically when necessary,1
yikes  i didnt get the amount of money that i requested  what do i do now,29
i need to reverse a transaction,3
why did the atm give me less money than what i requested,29
are there age requirements,0
where do i go to change my account details,13
wheres my virtual card,18
can i top up any amount,25
can i change from aud to gbp,15
how long does it take for cash withdrawals to hit my account,20
im using the app and i noticed a payment that i didnt make,10
why have i not gotten my new card,5
the machine didnt work earlier when i went to get money out and now my account says transaction in progresswhy,20
how do you decide what the exchange rates are,14
i am getting charged fees on some payments  please help me understand where are these fees disclosed,9
why would there be an extra charge on my app,16
what is the identity check for,28
can i use as many topups as i want,25
hello i noticed there is a payment from my card to a business that i am not familiar with i definitely did not make this payment,10
i topped up and went to buy something but it says that my funds are pending is there a way to quicken this process,21
i do not recognise this card payment,10
where do i get a virtual card,18
an extra pound was charged,16
i think the currency exchange thats been applied is wrong,11
seems like my topup has not gone through,21
how much does each transfer cost,24
ive tried using my contactless in several locations today and its not working anywhere it seemed fine before how do i get it to work again,12
can i transfer from swift,24
the amount of cash i received did not match the amount i requested,29
the exchange rate given to me after a purchase was incorrect,11
do you have charges now when you pay with a card,9
how are your exchange rates calculated,14
have a payment that i havent done,10
are cards from the us accepted,23
my cash withdrawal isnt showing on my account,20
did you deactivate my card its not working anymore,8
tell me if there is a limit to topup,25
is there a fee to make a transfer,24
what are you exchange rates,14
what caused my topup to be returned,26
which foreign currencies do you accept for adding money,23
i need some help figuring out what this strange payment is on my account its stays pending and wont go away,16
is auto top up a provided service,1
do you have an autotop function and how do i use it if so,1
why am i getting charged more for using my card,9
why did i get charged more for using my card,9
i need to make a purchase online where is my virtual card,18
i deposited a cheque with some money but the balance hasnt changed,2
why are there fees for using a card,9
if i ordered my new card last week how much longer should i wait to receive it,5
why hasnt my transaction completed,27
will you be adding more currencies in the future,17
do you have a problem with eur exchanges,17
ive been waiting for 3 days why is my withdrawal still pending,20
i just realised i made the wrong payment yesterday can you please change it to the right account its my rent payment and really really needs to be in the right account by tomorrow,3
is there a place to check for fee for payments i feel like im getting charged too much at times,9
my top up may have been reverted,26
says that my topup is incomplete,21
what i topped up was reverted by the app,26
please help revert my transaction from this morning,3
my new card isnt in my app how do i get it in there,7
is there a fee for swift transfer,24
the atm didny give me all the cash,29
i need to change my contact information,13
what if my top up is reverted,26
a payment i didnt do shows in my app,10
i was wrongfully charged one pound,16
why was i charged an additional fee when paying with card,9
can you do exchanges of eur,17
please sort your top up my top up has been pending for an hour already can you please make it go through as soon as possible i really need the money,21
why did i only get 20 now the full amount i wanted,29
could i chose the date to have it delivered,6
how long until the card arrives,6
how would i change my details,13
i transferred money and it didnt get there,27
at what age can my children use your service,0
which currencies do you work with,23
how long until i see a cash withdrawal,20
i need to stop a transaction that i made,3
the correct amount of cash was not received,29
i have a new phone number and need to edit my contact information,13
in what places can i use my card,4
for some reason the money i added was returned,26
why is my card not working anymore,8
what are the currency types that i can keep money in,17
my thoughts were that you offered crypto top up which does not seem to be working the money has now been taken from my account what is the problem here,26
i need urgent help i realize i sent my payment to the wrong account number i made a typo please cancel the transfer now there isnt an option from the app,3
my wallet was stolen along with my cards how do i put a freeze on my cards and order a new one,19
im panicking  i lost my card  help,19
my new card has not been delivered to my home yet what is going on,5
how many years old do i have to be,0
i have exceeded the number of pin attempts,22
my exchange seems to have something wrong with it i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be,11
i going to be traveling can i set up auto topup if i run low on money,1
can i convert money into different currencies,15
why havent i gotten a virtual card yet,18
how do i edit my details,13
can i set my own topup limit,25
i normally dont use atms but i was in a rush today and had to withdraw some cash the atm gave me the wrong amount of money and now my app is not showing the same amount as it should what do i do,29
i went tot the atm earlier today and didnt realize this till now but i did not get all the money i requested  i believe my account was charged for 100 but i only got 80  is there any way we can solve this problem,29
how can i cancel a transaction to a wrong account,3
i have been charged a pound for something that appears on my statement,16
how often can i top up,25
what is this extra fee on my statement,16
atm is broken it did not give me the full amount 30 pounds  im standing here with only 10 pounds and its telling me it gave me 30 pounds i need assistance now,29
help please  my rent payment is coming out tomorrow and i made a payment mistake yesterday can you put in in the correct account,3
how do i get my virtual card,18
how old must i be to open an account,0
i have been charged a fee i didnt know about this fee before when do you charge extra for card payments,9
i used the wrong account number,3
help when will the card arrive at my home,6
my address needs to be changed,13
what is the most money i can top up,25
what factors effect the exchange rate,14
hi i want to inquire about my balance some cash was deposited and it hasnt updated yet,2
i didnt do this charge,10
theres a payment with my card that i didnt perform i dont know that name shown,10
i attempted to enter my pin to many times,22
currently i cant get my card to work,8
im trying to top up my card but its still pending and its been an hour is there any way to make it go through faster do i not have enough,21
can i use swift transfers,24
hello i have a transaction in my account listed as pending i tried to use an atm at the city centre but the machine declined my card and i did not receive the money why is the transaction still pending if i did not receive the money,20
i am angry that i got charged for using my card,9
when exchanging how much are the rates,14
what flat currencies do you use for holding and exchanges,17
i took out money and didnt get all of it,29
hello i have a pending transaction in my account due to an atm machine that wasnt working in any case if the transaction goes through after how long can i get my money back,20
im interested in getting a virtual card  how do i get one,18
i locked myself out of my account how do i unblock my pin,22
i was just giving the wrong amount by the atm how do i request cash back at this point the app is showing the amount that i actually requested even though thats not what i got,29
i tried to transfer some money and it hasnt done it yet  whats going on,27
im still waiting for my card that was issued a week ago what should i do,5
whats the process of changing from gbp to aud,15
will there be a charge for topping up by account with a sepa transfer,24
i know theres an autotop option but i can not locate it when i look,1
i am inquiring about your auto top up feature,1
i tried to withdraw 100 but only got 20 what happened,29
where do i find the auto top up option,1
if my funds are running low will the app top up automatically,1
whats go on where is my new card,5
what do i do if my card has been lost or stolen,19
i sent money to someone but they havent gotten it yet,27
i am trying to find out how to exchange currency x with currency y,15
i sent a payment to the wrong account number  can that transaction be reversed i am worried about accidentally giving my money away,3
there seems to be an additional charge of 1 on my statement what is the reason for this,16
what does a transfer cost,24
how long until my card will get here,6
is it possible to track the card you sent me,5
can money be exchanged from one currency to another,15
how long do you have to wait to see your virtual card your ordered,18
can you tell me why my popup is still pending,21
do you convert to euro,17
how can i receive a virtual card,18
how can i change to another currency,15
i need to know what your exchange rates are,14
there is a strange card payment i dont recognise,10
can you explain your exchange rates basis,14
my card still hasnt arrived after two weeks now what,5
how do i check security settings using the app,8
i would like to exchange currencies how do i go upon it,15
so i just went to the atm to get some cash  i input that i needed 100 pounds but i only got 80  i have the receipt  and i am in need of the extra money  how do i go about obtaining the missing amount,29
why is there a fee for using my card,9
my exchange rate was wrong for an item i bought,11
the correct exchange rate wasnt given to me for an item i purchased,11
how do i activate auto topup when traveling,1
hello a few days ago i transferred my rent check to my landlord however he is saying that it has not gone though on my end everything looks fine and i double checked the account number is there anything else that could be holding up the check,27
i took out cash from the atm but something must have went wrong my account shows the correct amount of cash i took out but the atm didnt give me that amount how do i get my money back,29
where can i find the autotop option,1
is there a charge for sepa transfers,24
how many virtual cards can i have i want 8,18
can i use my card for online payments,4
last week i put a cash deposit into my account and it is still isnt there,2
there are a few payments in the app that i didnt make does someone else have my card  what should i do,10
is there a limit to auto top,1
cancel a transaction,3
i wanna revert a transaction i did this morning,3
how do i add my card to the app once i get it,7
what is your exchange rate between uk pounds and russian rubles for my last transaction,11
editing my personal details,13
i have a trip coming up and want to add money automatically,1
why was i charged an additional 1,16
hi i have done a topup but my money was reverted please look into this issue,26
can i use my account without verifying identity,28
i need to change my home address,13
why am i being charged a hidden fee,9
i punched in the wrong pin too many times and im locked out,22
will you accept my credit card it my only one,23
please explain the extra fee when i paid with the card,9
is there a specific date it can be delivered by,6
could you send me and up date on the arrival of my card,5
im worried my card might be lost in the mail how long does it usually take to arrive,6
i would like to change my personal details,13
i just received a new card where do i go to link it to my account,7
what payment methods are used to top up,23
can you tell me whats going on with my card it seems to be not working,8
i dont have a virtual card  how do i get one,18
does my account have the option to hold multiple currencies,17
do you have an age requirement when opening an account with your service,0
did i do something incorrectly where is my topup,21
topup is loaded into the card and no update,21
is there a limit to the topups someone can do,25
i got billed an extra pound,16
i must have entered my pin wrong,22
i need someone to find out where my money has gone to it has disappeared i completed a top up earlier and seen it had went through since it has now disappeared i need to know whats going on,26
how do i get my card to show in the app,7
how much does a transfer cost,24
can i use my account although my identity verification has yet to pass,28
do you guys have any age restrictions,0
explain the extra fee on my card when paying,9
do you have the best exchange rate,14
i dont understand why im being charged for using my card,9
can you tell me why my topup was canceled,26
i inadvertently completed a transaction on a wrong account,3
why and how soon do i have to have proof of identity to you,28
will my other us credit card be accepted,23
please help  the card wont work,8
i made a mistake when making my last transfer please cancel before it goes thru,3
i am inquiring about a 1 charge on my statement,16
i noticed a new fee on my account i didnt know there were fees for these payments what is the policy,9
online banking is not showing my cheque or cash deposit so the balance is incorrect,2
theres a payment with my card that i definitely didnt do myself never seen that name before,10
my pin is locked how do i unlock it,22
machines make mistakes too the atm gave me the wrong amount of money too much,29
out of the blue my card stopped working,8
why have i not got my new card,5
do you accept any card and currency,23
i have a new email,13
i topped up about half an hour ago and the charge is still pending im a new customer and today is my first time doing this can you fix it it doesnt seem to be working,21
how long will my atm withdrawal be pending,20
how to get new card,12
what is your age limit,0
how do i revert a transaction,3
how can i add a new card,7
why is there a charge for 1 on my account,16
my pin number was incorrect and i cant access it,22
when shipped to the us how long is delivery time,6
is there a limit on how much i can top up,25
i received my card how do i get it to work in the app,7
why wont my card work anymore,8
when will my transfer arrive,27
if i need to cash foreign transfers how does that work,14
i heard you have virtual cards how do i get one,18
they is a payment i dont recognize on my statement,10
how can i exchange currencies in the app,15
does the app allow for exchanges between currencies,15
why is my last cheque deposit taking so long,2
why cant i take 100 out,29
what are my options for topping up automatic andor manual,1
how long should it take for my new card to arrive in them mail what should i do if i never receive it,5
the money i transferred didnt arrive,27
is a swift transfer acceptable,24
i want to have multiple currencies in my account if possible,17
i need to know if you will accept my credit card,23
my balance was not updated with my checque or cash deposit,2
where do i unblock my pin,22
why did my money disappear when i topped up,26
it appears my topup has not gone through,21
i got a new card and cant find where to link it,7
why was i charged extra on my last uk pound to russian ruble exchange,11
can you tell me what is wrong  i topup with you all the time but this time it just shows my topup as pending what is happening,21
is there a  way to  get around fees,9
how are the exchange rates for transfers calculated,14
i completed a transfer within the uk two days ago but it is still not showing received  i have verified the account number is correct already  is there anything else i need to do or is there a problem,27
what is the first step that i should take after my card has been stolen,19
i received less cash than the amount i specified in the atm,29
i see a fee that i think was charged because i paid by card,9
which flat currencies do you support for holding and exchange,17
i withdrew some cash when is it going to show,20
i need someone to assist me with explaining how much i can topup,25
is the exchange rate current,14
i have done a transfer within the country the day before yesterday but its still not there yet can you please check whats going on with that the account number definitely is the right one ive checked that several times already,27
i made a transfer and they havent received the money i sent them,27
why hasnt my in country transfer gone through yet i confirmed the account info a couple days ago but the payment hasnt been posted yet,27
what currencies can i exchange,17
i havent been able to complete any transactions on my card today do you know whats wrong,8
a wrong amount of cash we sent to me,29
why is there a fee associated with card use,9
when i used one of the atms in the city centre today i tried to take out some money but for whatever reason the machine declined my card just checked it out in my account and that amount is still showing as pending is there any way that you can cancel this transaction because i did not receive any money whatsoever from the atm,20
is there a tracking number for the card,5
need help with a stolen card,19
why did i get less cash than what i asked in the atm,29
i made a cash withdraw and it shows up as pending why is that,20
is there a number to call to get my pin unblocked,22
are all european currencies available for holding and exchange,17
i attempted to deposit a cheque yesterday but the balance isnt showing today is it still pending,2
id like to open an account for my kids can i do that,0
theres an error with the rate that is charged,11
why wont my card work,8
im really upset because i made a typo during a transfer and now ive sent money to the wrong account  i cant fix this with the app  please help me immediately,3
i received incorrect amount of cash from an atm today it was more than i wanted what do i do now,29
why does my statement show a 1 charge on my account,16
what do i do  my card is broken,8
i received my card how do i get it to show in the app,7
my cash withdrawal was short,29
how long will my topup be pending,21
why should i have to prove my identity,28
my contactless stopped working today for no good reason its not working no matter where i try to use it can you please help me fix it,12
what kind of money can i hold,17
will it be possible to change from usd to gbp with this app,15
help i tried to get cash and it gave me some but not the right amount,29
what other credit cards can i use,23
i would like to cancel a transferis this possible,3
i think someone stole my card because i cant find it,19
hello i tried to take some cash out of the atm but i looked at my statement and it still shows that its pending is the machine broken will i receive my money back or will i be charged for this,20
i moved and need to change my address,13
my card is not working when i try to use it,8
why was an extra charge added when i used my card,9
how can i get funds into my account from my american express,23
there is an odd 1 charge that appears as pending on my statement whats the reason for that i havent purchased anything for a pound,16
im being charged for using my card,9
what is the procedure of unblocking my pin,22
why do i need to verify my identity,28
my card appears to have never arrived,5
do you need to know my first and last name,28
what do i do if i completed a money transfer but the recipient hasnt received it,27
where can i exchange between gbp and usd,15
i dont want to give you all my identify details,28
ive been charged an extra 1 and i dont know what its for,16
i have checked the account information several times to be sure that it is correct but the in country transfer i did a few days ago still has not appeared what is the hold up,27
i wanted to take out 100 but i only got 20,29
i did not do this payment,10
my card isnt here yet,5
my topup was just cancelled,26
how long should i wait for top up go go through,21
i just got a card how can i add it to the app,7
what if i type in the wrong pin too many times,22
there is a withdrawal waiting,20
do you offer swift transfers,24
is there a limit to how much i can top up,25
are there any fiat currencies that you will not work with,17
hows the exchange rate looking right now,14
where can i find the autotop up option,1
when will i see my cash since i already deposited my check,2
im a new customer and tried topping up today for the first time its still pending and doesnt seem to be working i need to get this fixed,21
i am adding money what currencies do you accept to do this,23
why is your exchange rate so bad,11
can i use my account now even though my identity verification has not gone through yet,28
should my cash withdrawal still be pending,20
what should i do if i have used all of my pin tries,22
what fiat currencies are used with holdings and exchanges,17
is it possible for me to set up separate accounts for my kids,0
am i supposed to verify my identity,28
where is my last money transaction,27
what do you use to figure out the exchange rate for the card,14
how can i change currency type,15
my payment had a wrong exchange rate,11
can you explain why i am now getting charged a fee for using my card,9
i have used all my pin tries what now,22
what is the maximum i can top up,25
the app reversed a top off i had  what should i do,26
why is there a payment i didnt do in my app,10
am i charged for receiving money,24
your exchange rates come from where,14
what do i do if i already had a card with you guys,7
im pretty frustrated about a pound charge that keeps  showing up in my account statement its listed in the app as pending it never changes and now im thinking someones hacked my account,16
whats the process for exchanges,14
ive been waiting since friday where is my money,27
how many incorrect attempts cause card to be blocked,22
i want to do a swift transfer,24
what are the currencies that are accepted to add money,23
hey i am standing in front of an atm here it only gave me 10 pounds even though i wanted to withdraw 30 seems like the app has 30 pounds what do i do,29
the transaction for the cash i pulled out of the atm earlier is pending in the app but how if i already have the cash,20
what is the minimum age required to open an account with your service,0
how will i know when i can use the auto topup feature,1
whats the card you sent mes tracking number,5
i am unable to use my card for some reason,8
please cancel my most recent transfer it was a mistake this is an emergency it needs to be canceled before it goes through,3
why do you need so much information about me,28
what other fiat currencies can i use,17
can i cancel a transfer i made,3
where is my new card if i havent received it yet,5
why do i need to verify my account,28
how many times can i make a topup,25
i do not recongize a payment in my account,10
do you hold money and if so what currencies do you accept,17
is there a way to track the delivery of my card,5
when will the cash that i put in the atm be cleared from pending status,20
what happens if i forget my pin,22
when will a cash withdrawal show up,20
i tried updating my balance by cheque yesterday but it doesnt seem to be working shouldnt that be faster please check my account something has gone wrong there,2
i guess exchange rate for my payment was not correct as i charged extra on the last saturday,11
you accepts my card,4
i think something went wrong with my exchange between russian ruble and uk pounds i was overcharged during the swap,11
id like to use my american express to place money into my account,23
i cant get my actual card to work,8
can i use this app to exchange currencies,15
ive got charges on my account i did not authorize can i get this money back from the last couple of days that its been coming out i also need to freeze my card,10
i received my card how do i link it to the app,7
i wanted 100 but only got 20,29
the currency exchange rate was wrong for a purchase i made,11
do you have info about the card on delivery,5
how do you do currency exchanges,14
i didnt get the correct amount of money from the atm machine,29
i made a transfer to my friend earlier and she hasnt received it yet  whats the hold up,27
hello i didnt receive the right amount on my atm transaction  the app shows the correct amount how can we fix this,29
i am tired of getting charged fees and i have no idea why please let me know whatwhen you charge fees for,9
how much would it cost me if i transfer,24
i accidentally exceeded my pin tries  please advise,22
im not recognizing the card payment,10
i am trying to revert a transcation i did this morning,3
why is the exchange rate on my card payment different than i expected,11
theres a card payment i didnt make,10
i dont recognize this payment at all  help,10
what kind of fee is there to topup my account,24
i noticed an extra pound charge,16
is there any way to know how the transaction got on my account,10
what is the basis of your exchange rates,14
i refuse to verify my identity,28
the cash deposit i made this morning has not been credited to my account,2
when i was in a restaurant today my card was declined and payment wouldnt go through and i need help can you fix this,8
i was using a foreign currecy to make a payment and the applied the wrong rate,11
i already made a transfer and want to cancel it how do i do that,3
what is the expected delivery date of my card,5
my new card isnt here and it was issued a week ago,5
please cancel my last transaction,3
i just had a wedding and i want to take my spouses name,13
how can i fix this the atm gave me more cash than id asked for,29
how long does it take to reflect in my balance a top up,21
my cheque is slow to cash,2
my billing address changed and i need to update my information,13
is there any way to cancel my transfer,3
can i use my account although the identity verification has not been accepted yet,28
my top up is incomplete,21
why do some of my payments have fees  i dont understand,9
i sent a payment but the person i sent it to says they dont have it,27
can it be delivered on a certain date,6
is there a topping up limit,25
1 was in my statement as an extra fee,16
im worried that my card has been compromised because i see a payment that i didnt make,10
would it be possible to open up an account for children,0
a fee came along with me paying with card,9
i want to link my new card can you help,7
how long does it take for a pending cash withdrawal,20
talk me through modifying my details,13
i did not receive the right amount of cash i requested,29
top up not completed,21
i think my top up may have been reverted what do i do,26
can i increase my topup maximum,25
why do you need to know so much about me for my account,28
how old does my daughter have to be to open an account,0
what type of card can i use to top up,23
i made a check and cash deposit that wasnt credited to my account,2
tell me about the limit for top ups,25
a payment in my account was made by someone i dont know,10
please help me  my physical card isnt working right,8
how long are my top ups pending,21
how do i link the new card,7
whats the expected wait time to recieve my new card,5
how long does it take to receive my card,6
id like to know what you guys look at to decide an exchange rate,14
i have no idea why there is a dollar that has been charged to my account,16
how can i change my account details,13
need my details changed,13
why was the price higher when i paid with my card,9
why is this payment on my app,10
i bought something with my card and i was charged a fee,9
how much can i top up in a day,25
i may have entered the pin wrong and the account is blocked  what do i have to do to get it unblocked,22
what currencies are accepted to add money,23
what should i do if my card doesnt work,8
why is the exchange rate for my payment incorrect,11
how do you decide what your exchange rates are,14
whats the minimum age to have an account,0
i was not distributed the correct amount of cash that i asked for,29
i cant find the money i just added to my account,21
i made a check deposit but the cash hasnt arrived in my account yet,2
is there an exchange rate,14
what is this fee showing up in my account for,9
why was my pin blocked,22
when can i expect my card to arrive,6
there has been a charge pending on my account statement that i cant figue out its for a dollar,16
i changed the currency but why is it costing more,11
where do i pay with my card,4
i paid with card and i was charged a fee,9
what is the delivery time for us,6
can i create my own topup limit,25
why do you need all these details about my identity,28
how do i troubleshoot when contactless doesnt work,12
i answered so many questions about my identity why do you need this info,28
what does it mean to have a pending cash withdrawal,20
i made a transfer the day before yesterday within this country it is still not showing up at all i have doublechecked and the account number is certainly right ive actually type this multiple times can you look into what is going on here,27
i already paid to topup but the funds arent available yet where are they,21
what did you do with my money i just topped up i saw the money was there but now its gone what did you do with it,26
why is there an unknown card payment,10
my card has been lost  stolen,19
how do i exchange usd to gbp,15
which cards and currencies are supported,23
i havent received my virtual card,18
can i track the card that was just sent to me,5
i want one of the virtual cards,18
on the card that is coming whats the tracking info,5
is it possible to cancel my transfer,3
what are age requirements for opening an account,0
will you work with any fiat currencies,17
i put the wrong pin too many times and now it is blocked can you help me unblock it,22
why was my transaction charged an extra fee when paying with my card,9
when will i receive my card,6
what currencies can i have,17
i made a deposit but it is not showing up in my balance,2
i am still waiting for verification  can i use my account before i am verified,28
what happened to the money that i deposited,26
i would like to know why a withdraw i made for some cash shows up as pending,20
i would like to exchange currency  what types are there,15
what are the reasons to be charged a fee on card payments,9
where do i go to edit my personal details on my account,13
i need to cancel a transfer,3
can i change or hold different currency,17
i tried to withdraw 100 all it gave me was 20,29
why hasnt the transaction i did arrive yet,27
how do i go forth on holding money in multiple currencies,17
there are a couple payments with my card in the app i see that i didnt create what is happening maybe someone gained access to my account,10
how can i change my information,13
there is a charge for 1 on my statement  i do not think that i bought anything that costed 1  what is going on,16
i got a fee when paying with my card,9
is there a reason theres an extra fee on my statement,16
i did a cash deposit to my account but it doesnt show up,2
why is my transfer taking so long i thought it was supposed to only take 1 day if i made a transfer to someone can you wee what went wrong,27
how do i speed up identity verification,28
can i have money in more than one currency in my account,17
what are all the fiat currencies that are supported for both exchange and holding,17
help your app is showing a larger wd than i actually did earlier at an atm,29
i must change my address,13
my card gets rejected when i try to use it,8
it seems that the rate i got is incorrect,11
what currencies can i use to add money to my account,23
dude i put money in the atm last week but it aint there i need the money now figure this out,2
how do i activate and link my new card,7
do you have eur currency available for me,17
i just realized i made the wrong transaction yesterday would  you please make it correcti need it by tomorrow please,3
i cant use my card because it is not working,8
why is there an extra fee on my statement,16
does this app exchange currencies,15
please list what fiat currencies are supported for both holding and exchanging,17
i paid with a card and there is an extra charge why,9
i have a payment in my statement that is off,10
why is there a 1 charge on my statement,16
my card dont work,8
i need to get my card quickly,6
can you tell me about why the account i have was charged an extra 1,16
i bought something and i take issue with the exchange rate applied,11
i need to know where this charge is coming from,10
which currencies can i use to add money,23
can you explain to me why a topup would still be pending,21
i went to top up my card and it was cancelled,26
where do i pay with my debit or credit card,4
my pin was entered wrong and now i am blocked  please unblock,22
my money is gone i had topped up recently and saw it was there but now its disappeared whats going on,26
my card isnt working at all i need assistance its really frustrating,8
why has my top up not gone through yet,21
do you know the rate of exchange,14
my card is missing,19
i do not think the pop up went through yet,21
can you tell me what this fee is on my statement,16
help i need to cancel a transaction,3
my money disappeared please help,26
why was the exchange rate so wrong when i bought something,11
can cards be dispatched on a specific date,6
i topped up and now my money is not there anymore what happened to it,26
a foreign purchase i made has the incorrect rate applied to it,11
am i able to use my american express to add money to my account balance,23
im stuck here at your broken atm and i dont know what to do next asked for 30 pounds got 10 atm said i got 30 something very wrong here and i want my money now,29
there are a couple payments with my card shown in the app that i really didnt make myself whats going on with this does someone has access to my card,10
how long do deposits take to appear ive been waiting for more than a week and need the money,2
what is this extra charge with my purchase,9
im trying to activate the autotop up function where is it,1
can you unblock my blocked pin,22
where can i check to see if there will be a fee added to my payment are there specific instances that will result in a fee added,9
theres a payment that isnt mine on my app,10
its requiring me to verify my identity,28
is there anyway to bypass identity verification,28
somethings wrong my card wont work,8
i selected to withdrawal 30 pounds but only received 10 im still standing in front of the atm the app shows i took out 30 pounds also how do i fix this,29
my statement has a payment that i do not recall making,10
i didnt make a payment at this business,10
is there a way to undo a transaction,3
are swift transfers supported,24
if i want to get an account for my daughter can i do that,0
i did a cash deposit to my account but i am not seeing it on my statement,2
i need urgent help i realize i sent my payment to the wrong account number i made a typo please cancel the transfer immediately i cannot do anything from the app,3
what happened to my cash deposit,2
i got a new address and need to change my information,13
can i add money to my card automatically during a trip,1
atm only gave me 20 instead of 100,29
how can i change my address,13
how do i change the details in my account,13
where can i go to get my pin unblocked,22
my top up was rejected why,26
i bough an item and the exchange rate was incorrect,11
am i allowed to hold money in multiple currencies,17
my card is showing a fee from when i used it but i thought this card was supposed to be fee free,9
can i set it up to add money every few days automatically while i am traveling,1
how do i check security settings on my card,8
whats the tracking on the card you sent,5
which flat currencies can i use from you,17
which fiat currencies are supported for holding and exchanging,17
i paid with my card and was charged extra,9
what currences are available for exchange,15
can my children open an account,0
my card still hasnt been delivered,5
i think that my card has been stolen,19
my cash withdrawal was not entirely complete,29
if i have a physical card can i link it,7
what should i do if my physical card isnt working,8
whats my limit for topping up,25
i do not recognise the card payment,10
i topped up but the app declined it,26
there is  a charge i dont recognize,10
can my daughter make an account,0
i cant seem to be able to use my card,8
can i use this app for both usd and gbp,15
it is still pending i am still waiting your system just shows my topup as pending what is happening,21
what is the reason for the extra fee on my statement,16
there is a top up that has been pending for an hour and i dont know why  i was expecting it immediately and need it now,21
what fiat currencies can i use for holding and exchanging,17
how are cash withdrawals pending,20
is there any way to see my card in the app,7
i have been waiting over a week is the card still coming,5
please tell me how to edit my personal details,13
why has my top up been cancelled,26
why is my cash still pending that i put in atm,20
when i went to withdraw cash today the atm gave me the wrong amount of cash the app is showing a larger amount,29
could my daughter open an account,0
can you unblock my pin because i put the wrong one too many times,22
do you charge for transfers,24
what is your shipping policies for cards,6
help lost my card,19
it didnt give me my cash,29
why hasnt my card come in yet,5
how can i change to my married name,13
id like to make a sepa transfer to my account but will i be charged,24
i was spending cash with my card and got a fee,9
i was charged for using my card,9
what does it mean if my cash withdrawal is pending,20
i moved can i edit my personal details,13
how do i exchange currencies using this app,15
is there a reason my topup has been cancelled,26
i asked for 40 and i only received 20 what happened,29
what is the minimum age limit,0
do you have an age limit,0
hi there earlier today i tried to take money out of an atm machine and something wasnt working  i didnt actually receive the money but i just checked and it says that the transaction is still pending  can you tell me whats going on here am i still being charged for the withdrawal even though i didnt end up getting any money,20
what limits are the to topups,25
are swift transfers available at this bank,24
how soon do cards arrive after i order them,6
let me know when you charge for payments i just checked the app and saw a fee that i wasnt warned about,9
why isnt my card working anymore,8
how do i start an exchange between gbp and aud,15
looking at my account ive noticed a charge that appears to still be in progress i had attempted to get money out of the machine earlier but the machine seemed to have been broken i never received my money so will you please look into this for me i dont want to be charged for money i never actually received,20
can i use my card no matter where i go,4
i did not get enough cash,29
i need to cancel a transfer i made,3
why is my transfer taking so long to complete,27
is identity verification required for me to use my account,28
what is the max amount of topups,25
what are eligible holding and exchange currencies,17
what exchange rate is it,14
there are a couple of payments with my card shown in the app that i really didnt make myself why is it happened,10
why was i charged extra on my app,16
the item i bought exchanged rate was incorrect,11
what is my money worth in other countries,14
how do i go about changing my address,13
why havent i gotten my new card,5
